"나이","성별","키_cm","몸무게_kg","체지방율","윗몸일으키기","등급"
2,1,166.7,59.1,26.9,31,3
1,0,172.2,78.7,25.3,57,3
3,0,166.9,62.6,21.2,29,3
2,0,172,61.8,8,58,3
3,1,154.8,55.92,28.5,33,3
1,1,160.5,56.4,32,56,3
1,0,172.5,72.5,22.1,63,3
2,0,168.3,68,23.4,54,3
1,1,163.7,54.5,29.5,43,3
2,1,158.7,65.4,28,42,3
2,1,153.8,50.8,29.9,29,3
1,0,177.1,77.4,15.2,61,3
1,0,171.2,90.6,29.9,52,3
2,1,158.5,58.9,25.1,25,3
3,1,159.7,52.5,29.2,17,3
1,0,175.6,65.7,9.8,61,3
2,0,172.3,69.3,22.9,39,3
1,0,171.2,70.36,22.4,53,3
1,1,156.5,47.6,30.7,32,3
1,0,164.8,67.4,25.9,54,3
3,0,172.7,72.5,17.5,36,3
2,0,169.4,62.4,13.6,54,3
3,0,162,75.02,30.6,44,3
3,0,176.4,79.3,18.5,59,3
2,0,172.7,65.9,19.6,52,3
1,0,185,88.6,18.8,63,3
2,0,185.1,91.3,26,53,3
1,0,169,78.9,25.4,52,3
2,0,179.1,81.6,23.7,47,3
2,0,176,67.92,14.6,50,3
1,0,164.3,65.9,25.3,49,3
3,1,162.7,57.8,24.4,19,3
1,1,163.7,55.3,27.3,41,3
2,0,177.3,72.4,12.8,58,3
3,0,161.5,53.9,18.3,34,3
1,1,173,80.7,34.8,35,3
3,0,180.6,75.9,13.6,39,3
2,1,159,53.1,25.4,27,3
2,0,171.9,72.6,24.8,43,3
1,1,158.6,53.8,27.9,32,3
1,0,174.7,75.1,13.3,52,3
1,0,177.8,76.4,15.8,46,3
3,1,154.8,57.1,33.8,24,3
1,0,180.6,84.1,22.6,52,3
3,0,167.2,71.2,20.2,43,3
1,1,157.5,47.1,20.1,40,3
1,0,176.5,85.8,24.1,63,3
2,1,162.4,57.6,26.1,29,3
2,0,174.2,81.1,25.7,45,3
3,1,165.2,57.5,32.6,12,3
1,0,172.5,67.6,16.5,63,3
2,0,173.4,61,8.7,51,3
1,0,178.5,79.5,15.3,60,3
2,1,170,56.2,20.5,27,3
2,0,176.3,73.2,27.8,43,3
3,1,163.2,74.5,38.8,13,3
1,0,179,70.8,11.6,48,3
2,0,172,74.8,13.4,41,3
2,0,178.7,73.3,12.3,47,3
1,0,176.1,80.5,19.9,49,3
1,0,170.2,68.8,15.7,52,3
3,0,176.8,70.9,23.6,34,3
2,0,181.1,64.7,8.6,56,3
2,0,174.2,77.7,23.4,46,3
1,0,177.2,77.8,25.6,45,3
2,0,187.3,87.5,17.1,49,3
1,1,164.9,55.9,29.9,47,3
3,0,167.9,73,20.1,29,3
1,0,179.5,74.44,10.3,51,3
2,0,173.4,71.1,25.8,38,3
1,0,176.2,72.2,17.5,60,3
1,1,161.8,63.5,30.3,45,3
1,0,168.1,64.6,23.1,48,3
1,1,163.9,70.5,34.1,43,3
1,0,169.5,66.1,21.6,52,3
2,0,169.3,72.9,25.5,43,3
3,1,154.4,54.5,37.2,14,3
1,1,172.7,64.5,24.3,48,3
1,0,181.3,60.7,14.5,56,3
2,0,175,76.3,19.6,44,3
2,0,176.2,73.6,25.8,41,3
1,0,178,69.9,14.4,58,3
3,0,170,78.9,27.4,41,3
3,0,172.7,78,19.6,41,3
1,1,157,56.1,28.8,39,3
1,1,164.8,65.4,28.2,37,3
3,1,151.3,50,27.2,21,3
2,0,168.8,77.7,27.3,47,3
1,0,169.8,61.9,10.6,52,3
1,1,170,57.8,19.4,34,3
1,1,159.7,53.3,25.5,30,3
2,0,172.7,65.3,19.9,57,3
1,0,164.5,64.6,18.2,52,3
1,0,164,59,6.7,62,3
2,1,155.2,57.7,32.5,36,3
3,0,165.7,68,24.7,41,3
3,1,170.2,58,23.2,41,3
2,1,166,55.4,22,35,3
2,0,167.9,71.8,13.1,47,3
2,0,170.4,76.3,27.7,52,3
3,1,162.9,62.7,33.3,22,3
1,1,176.3,62.7,24.1,45,3
1,0,180,88.1,26.9,50,3
1,0,164.2,59.7,16.5,53,3
1,1,163.7,51.2,19.1,35,3
1,0,177.8,65.1,11,53,3
1,1,165.8,56.4,21,38,3
3,0,171.4,75.2,22.1,39,3
3,0,169.3,76.7,21.8,41,3
3,0,167,71.1,32.8,30,3
1,0,170.7,69.4,24.2,52,3
3,0,170,64.5,18.9,34,3
3,1,152.4,45.3,20.1,42,3
1,0,181.7,74.9,12.2,56,3
2,0,171,68,11,59,3
2,0,176.5,70.5,16.2,50,3
2,0,176.6,68.4,18.2,38,3
2,1,161.1,52.2,25.9,36,3
1,1,158.1,55.52,29.1,42,3
3,1,156,58.78,36,19,3
2,1,169.4,58.6,22.4,33,3
3,0,174.8,73.4,22,30,3
3,1,160.9,63.9,28.6,21,3
3,0,172.3,69.1,23,34,3
2,0,184.4,82.3,12.5,55,3
3,0,165.9,65,14.1,43,3
2,1,172,70.3,24.3,34,3
3,0,171.3,74.2,25,40,3
1,0,177.6,65.8,12.1,62,3
1,0,167.2,64.5,13.6,51,3
1,0,180.8,76.2,15.7,52,3
2,0,173.2,67.7,13.1,57,3
2,1,162.1,52.7,25.9,36,3
2,1,162.6,55,26.6,26,3
1,0,179.5,75.4,10.7,64,3
2,0,170.9,62.2,18.4,50,3
2,1,163,51.6,15.6,40,3
1,0,177,83.6,23,49,3
1,1,164.2,50.9,15,36,3
2,0,172.8,69.28,13.6,42,3
1,1,164.8,51.5,20.4,45,3
3,0,169.2,77.5,26,51,3
1,0,175.4,74.4,16.1,48,3
2,0,171,75.5,24.3,43,3
2,1,162,58.1,30.4,26,3
2,0,169.3,74,22.1,38,3
2,0,172,79.3,26.3,48,3
1,0,177.8,63.1,10.8,58,3
2,0,171.1,69.2,18.2,43,3
1,0,173.9,80.1,16.5,61,3
1,1,165.8,57.9,26.3,52,3
1,1,165.8,48.1,22.3,35,3
1,0,179.6,87.8,23.8,45,3
1,1,160.1,56.3,27.8,48,3
1,0,172.5,63.6,14.9,45,3
3,0,174.9,79.2,20.8,53,3
1,1,161.7,52.2,23.5,47,3
1,0,183.8,66.4,15.4,52,3
1,0,176,74.8,14,45,3
2,1,161.9,54.1,25.9,44,3
3,0,165.2,73.7,33.1,25,3
2,0,171.4,71.3,18.3,40,3
3,0,161.3,55.1,20.4,25,3
3,0,174.3,80.4,29.8,29,3
3,0,166.2,63.2,16,53,3
1,1,168.9,55.3,18.8,45,3
1,1,167.8,72.9,29.3,41,3
3,0,171.5,72.8,13.6,41,3
2,1,159.6,58.1,30,30,3
3,1,153.7,59,37.2,12,3
3,1,149.1,57,33.2,18,3
1,0,175.4,61.7,7.6,48,3
1,0,171.7,77.2,21.5,64,3
2,0,169.3,74.72,25.1,44,3
1,0,182.9,70.5,13.2,48,3
1,1,162.1,73.6,36.7,41,3
1,0,177.4,78.7,25,54,3
3,0,171,70.1,19.1,49,3
2,1,158.9,52.4,27.4,49,3
1,0,177.3,77.08,18.9,59,3
2,1,161.8,57.6,30.3,33,3
2,1,157.7,54.3,30.3,41,3
3,0,170.8,71.2,19.8,50,3
3,0,173.8,68.7,17.8,38,3
3,0,182.3,80.3,22,34,3
2,1,156.3,48.6,28,43,3
3,0,174.5,81,19.5,42,3
2,1,167,52.9,17.7,33,3
3,1,160.4,54.2,28.6,28,3
1,0,167.9,61.5,12.2,60,3
2,0,177.1,79.2,24.6,38,3
1,1,158.9,52.1,26.7,37,3
3,1,152.2,55.1,34.1,25,3
1,1,164.5,66.7,31.4,36,3
2,1,157.8,57.5,32.3,42,3
1,1,157.9,52.3,29.8,57,3
1,1,155.5,48.46,32.7,38,3
1,1,164.6,71,36.4,37,3
2,0,178.3,68.9,17.8,46,3
2,0,165.6,60.8,13.9,52,3
1,0,172.7,61.8,20.1,63,3
1,0,179.3,82.3,22.1,53,3
1,0,183.9,98.4,28,45,3
2,0,181.1,67.8,9.5,43,3
2,0,172.3,80.4,25,43,3
1,1,161.2,49.8,20.7,39,3
2,0,170.5,69.7,20.6,38,3
3,0,182.4,77.2,21.9,62,3
1,1,166.1,64.9,26.2,45,3
2,0,169.7,62.6,12.1,36,3
1,0,176.5,87.2,22.7,57,3
3,0,161,66.5,25.4,34,3
1,1,165.9,48.5,21.7,44,3
1,0,177.4,70.6,18.1,53,3
1,0,177.2,71.4,21.7,48,3
2,0,175.1,63.4,13.1,43,3
1,0,177.1,74.2,15.5,57,3
2,0,175.2,84.3,23.5,53,3
3,0,172.9,68.2,23.2,32,3
3,0,165.9,64.2,12.8,51,3
1,1,158.4,54.7,25.8,36,3
3,1,163,56,28.6,25,3
2,0,169.5,68.7,10.4,68,3
2,0,164.4,67.3,19.4,41,3
3,0,176.9,72.3,18,40,3
3,0,166.2,75,28.7,35,3
1,1,150.7,52.46,30,31,3
1,1,163.2,56,24.7,35,3
3,0,162.9,63.7,20.9,40,3
2,0,178.7,88.2,23.1,49,3
2,0,177.9,85.88,27.1,48,3
2,0,178.3,76.1,15.2,55,3
3,0,161.7,64.5,20.8,36,3
2,0,174.5,67.5,14,40,3
1,0,175.3,73.3,17.2,61,3
1,0,164.5,66.8,17.6,47,3
3,0,174,63.3,12.4,36,3
2,0,180.3,79.9,14.2,44,3
1,0,172.1,67,17.8,50,3
1,0,173.1,80.1,21.1,59,3
3,1,156.8,52.6,27.6,29,3
1,1,153.6,55.5,31.2,45,3
3,0,165.6,62.6,23.3,26,3
1,0,171.1,67.4,18.9,46,3
1,0,181.8,72.2,17,59,3
3,0,158.6,64.9,27.73,25,3
3,0,171.1,68.3,21.3,31,3
2,0,174,79.1,14.5,48,3
1,0,180.7,73.5,15.5,48,3
2,1,171,79.6,30.5,45,3
3,1,164.3,66.1,32.3,21,3
2,0,166.5,67.8,20,46,3
3,0,170.2,67.3,21,34,3
2,0,174.5,77.14,15,55,3
1,1,166.5,57.5,34.1,42,3
2,0,173.8,68.4,14.3,46,3
1,1,165.3,55.7,26.6,37,3
2,0,173,70.3,23,42,3
1,0,178.7,83.4,19.7,55,3
1,1,161,52.6,26.6,45,3
3,1,164.8,70.5,33.1,22,3
3,0,166.5,62.6,18.3,33,3
2,0,180.6,75.7,12.3,57,3
1,0,170.6,69.4,17.3,55,3
1,0,181.9,69.9,11.4,63,3
1,0,170,67.4,14.2,60,3
1,1,156.9,54.2,24.9,41,3
3,1,153,54.6,31.3,20,3
3,0,172.7,73,20.3,36,3
1,1,157.1,57.5,30.6,36,3
1,0,166.9,70.5,23.4,58,3
2,1,167.2,67.1,21.3,26,3
2,1,158.7,51.8,17.2,44,3
1,0,179.5,61.6,10.6,50,3
2,0,173.8,61.9,10.9,47,3
3,1,155.1,62.9,29.2,25,3
2,0,173.3,66.3,11.3,49,3
2,0,176.4,69.9,18.1,46,3
2,0,181.8,82.9,13.1,52,3
2,1,161,52.8,19.4,27,3
1,0,175.3,82.9,18.2,53,3
1,1,164,56.4,25.9,40,3
1,1,161,52.5,28.7,41,3
1,0,173.8,69.9,24.9,48,3
1,0,167.1,67.4,18,48,3
3,1,167.6,68.6,32.4,26,3
1,0,176.4,68.54,14.5,58,3
1,1,155.3,57.1,34.3,28,3
2,0,171,80.9,27.8,45,3
2,0,170.7,79.2,23.5,43,3
2,0,185,68.7,13.3,53,3
3,1,143.7,54.6,36.6,20,3
2,0,172.1,84.8,25.6,41,3
3,1,159.7,58,33.1,20,3
3,1,161.6,60.9,33.7,22,3
2,0,177.5,86.6,24.8,43,3
1,0,174.3,71.1,14.6,53,3
3,1,152.3,48.2,25.4,26,3
3,0,168,66.9,20.6,40,3
1,0,173,71.7,13,46,3
1,0,174.8,60.8,12.5,56,3
2,1,155.6,51.5,23.6,24,3
3,0,171.5,72,21.3,32,3
1,1,162.9,76.1,37.9,40,3
1,0,183.7,74.4,10.9,66,3
3,1,156.5,57.2,32.9,28,3
3,0,177.4,65.6,13.2,26,3
3,0,172.2,72.2,14.7,55,3
2,0,170.7,75.1,17.3,44,3
3,0,169.5,87.8,29.7,36,3
1,0,172.4,61.6,13,48,3
2,0,179.7,70.8,13.4,51,3
1,0,165.3,58.2,11.2,51,3
3,1,164,58.7,29.5,23,3
1,1,171.2,62.9,31.9,60,3
3,0,175.7,81.5,24.4,36,3
2,0,172.2,82.9,22.9,38,3
3,1,156.7,55.5,32.3,23,3
1,0,167.7,74.1,24.6,48,3
2,0,179,82.8,19.9,45,3
1,1,160.2,59.82,27,52,3
1,0,174,71.4,15.2,46,3
1,0,170.8,64.1,15.8,47,3
3,0,161.1,60.6,22.2,32,3
2,1,171.3,67,32.7,25,3
2,0,178,57.02,16.6,45,3
1,0,176.4,66.6,9.5,61,3
2,1,164.4,57.1,26.1,26,3
3,0,171.9,66.7,20.2,36,3
3,1,154.2,58.52,30.2,24,3
2,1,162.1,58.4,19.5,59,3
2,0,178.8,81.2,16.3,63,3
3,0,162.2,71.8,23.8,32,3
3,1,156.2,57.72,34.8,12,3
1,1,161.7,58.7,28.7,44,3
1,0,184,82.3,16.2,65,3
3,1,159.7,55.1,26.3,27,3
1,0,169.2,64.5,12.3,49,3
1,1,166.5,53.8,23.5,32,3
2,1,161.2,60.3,28,36,3
3,0,166.5,76.5,29.4,34,3
1,0,176.5,73.7,11.5,62,3
2,1,166,59,25.1,42,3
1,1,168.9,74.8,34.6,40,3
1,0,173,65.7,16,50,3
1,0,175.4,88.8,12.1,58,3
2,1,162,48.9,22.5,40,3
3,0,166.8,57.9,13,34,3
2,1,157.1,62.72,29.5,27,3
1,1,163.6,52.1,29.6,47,3
3,0,160,61.2,17.8,45,3
3,1,154.3,51.2,31.6,26,3
1,1,159.9,59.9,31.8,37,3
3,0,173.8,76.1,21.7,42,3
1,0,173.7,78.5,12.7,57,3
2,0,185,83,11,38,3
1,1,168.5,78.24,35.3,53,3
1,1,167.5,70.48,29.1,42,3
3,1,163,65,30.67352,13,3
2,0,170.1,69.6,23.4,53,3
3,1,159.3,54.4,24,22,3
1,0,169,71.12,18.4,55,3
2,0,173.6,72.3,16.5,51,3
2,0,166.2,77.5,22.8,45,3
2,0,175,77.8,27.5,49,3
2,0,167.4,72.8,20.9,46,3
2,0,178.7,71.6,13.7,47,3
2,1,158.8,45.2,21.1,30,3
2,1,163.7,48.9,20.1,37,3
2,0,183.1,82,25.4,49,3
1,1,162.3,43.2,13.3,31,3
2,1,157.5,53.4,27.1,35,3
3,1,161,55.1,26.6,41,3
1,0,170,67.32,10.5,52,3
2,0,166.2,63.2,19.3,44,3
3,0,175,81.7,31.9,29,3
1,1,162.4,62.1,26.8,37,3
1,1,161,58.4,30.2,34,3
3,0,163.7,54.8,19.1,30,3
3,0,165,71.7,29,34,3
1,0,181.9,98.78,20,64,3
1,0,174.6,65,15.1,57,3
2,0,168,74.9,23.3,41,3
1,0,177.6,76.2,21.2,55,3
1,0,167.6,62.9,17.7,50,3
1,0,175,64,14.8,60,3
2,0,173.5,86.2,23.5,37,3
2,0,169.7,59.8,7.7,54,3
1,0,184,83.3,16.2,47,3
3,1,163.2,55.3,20.2,18,3
2,0,176.2,70.9,25,38,3
1,0,180.8,80.4,13.7,52,3
1,0,170,76,12,56,3
2,0,181.8,81.3,14.5,44,3
2,0,169.9,60,12,53,3
3,0,168.6,75.6,27.4,39,3
1,0,175.1,68.9,13.8,45,3
2,1,161.8,52.5,24.1,34,3
1,1,167,60.9,30.7,38,3
1,1,154.2,50,21.6,40,3
1,1,165.3,50.9,30.4,37,3
2,0,174,72,24,39,3
1,0,175.6,60.5,14.8,46,3
1,0,170.3,60.8,13,52,3
1,0,173.3,65.7,10.9,53,3
1,0,174.5,79.7,22.8,59,3
2,0,171.3,78.1,24.4,46,3
1,0,165.6,80.3,23.3,52,3
3,0,165.7,63.4,18.7,46,3
3,0,166.5,57.5,14.7,29,3
1,1,157.6,55.6,20.6,31,3
2,1,157.1,49.96,23.9,39,3
1,0,164.8,67.4,20.3,60,3
1,0,177.5,75.8,21,51,3
3,1,160.3,54.3,28.5,12,3
1,0,167,65,20.2,59,3
1,0,170.2,71.7,21.9,62,3
2,0,177,72.6,22,43,3
1,0,172.7,68.8,15.1,54,3
2,0,167.4,65,11.7,63,3
1,0,172.5,65.8,21,51,3
1,0,173.7,78.9,21.9,56,3
1,0,167,62.1,14,48,3
2,0,174,75.9,17.8,43,3
3,0,157.6,61.4,22.8,39,3
1,1,158.7,47.2,20.4,37,3
1,0,168,69.8,25.5,54,3
1,1,160.7,47.5,22.2,42,3
3,0,170,70,30,30,3
1,0,185.1,87.2,16.9,55,3
1,0,175.7,67.1,15,64,3
1,0,170.4,64.2,13.3,55,3
2,0,176.1,78.2,16.7,57,3
2,0,174,73.7,21.2,51,3
1,0,173.2,80.1,24.3,49,3
2,0,176.1,70.4,22.7,50,3
1,0,176.6,85,26.9,55,3
1,1,163.1,69,20.5,51,3
3,0,172.8,72,15.6,46,3
1,0,180.6,80.3,13.9,51,3
3,0,174.4,80.8,26.1,30,3
1,0,172.2,71.9,25.9,47,3
1,0,168.1,73.9,17.4,54,3
2,0,168,74.8,16.3,46,3
1,0,176.4,65.4,15.9,52,3
1,1,160.7,45.8,23.4,35,3
2,0,172.2,71.9,25.5,47,3
2,0,172.7,73.9,19,58,3
1,0,170.4,80,19.2,56,3
1,0,173.9,60.06,8.4,57,3
1,0,168.5,61.22,13.3,49,3
3,0,172.6,72.8,20.2,27,3
2,0,167.6,62.8,18.6,46,3
3,0,174.9,76.8,20.6,36,3
1,0,171.7,75,17.5,50,3
3,1,156.3,46.1,24.1,15,3
3,1,157.1,47.5,34.4,23,3
2,0,184.3,80.5,12.9,49,3
1,0,179.3,66.82,13.4,57,3
2,1,164.2,56.9,26.7,31,3
1,0,168.7,61.2,14.1,48,3
1,1,171.6,64,27.7,52,3
3,0,173.8,75.3,21.8,40,3
1,0,184.3,79.8,15.6,55,3
1,0,171.2,75,22.8,59,3
2,1,171,53.3,20.5,45,3
2,1,165.7,59.5,27.7,34,3
2,0,171.5,65.82,11,52,3
1,0,180.5,69.32,12.8,53,3
1,1,162.8,47.1,20.3,50,3
1,1,167.9,62.1,26.7,39,3
1,0,180.7,75.5,23.8,48,3
2,0,174.8,79.1,18.2,50,3
1,1,153.5,49.7,25.9,44,3
3,1,161.7,51,21.2,30,3
3,0,166.7,70.3,21.7,30,3
2,1,153.3,42.1,18.7,42,3
1,0,172.6,71.3,14.5,55,3
3,1,164,60.9,25.4,25,3
1,1,164.7,55.6,22.9,41,3
3,1,152,56.8,34.2,15,3
1,1,157.4,60.8,33,47,3
2,0,174.3,75.9,20,47,3
1,0,179.6,78.6,16.3,58,3
1,1,162.7,58.9,27.7,59,3
2,0,173.3,66,16.5,44,3
1,1,164.7,55.3,28,44,3
2,1,164.2,56.2,23.7,38,3
2,0,164.3,73.5,23.4,57,3
2,0,169.1,67.9,20,53,3
3,0,172.6,70.74,15.1,54,3
1,0,173.9,64.1,19.5,58,3
1,1,159.1,49.7,12.9,35,3
1,0,160.8,55.1,18.2,71,3
3,1,152.4,59.1,35.3,23,3
3,1,154.9,53.6,31.6,24,3
2,0,174.1,68.2,15.8,48,3
2,1,167.5,52.1,25,32,3
2,0,173.2,70.9,17.7,51,3
2,1,153.9,67.74,35.2,31,3
1,0,173.8,83.2,24.9,58,3
1,0,172.1,74.1,14.6,59,3
2,1,161.4,60.5,32.2,43,3
1,0,181.7,85.4,20.4,56,3
2,0,172.4,77.1,19.1,48,3
2,0,177.9,76,12,44,3
2,0,172.3,70.7,20.8,50,3
2,0,174,78,15.8,58,3
2,1,153.2,44.6,25.8,33,3
2,0,177.7,76.3,16.4,56,3
2,1,158.7,60.9,31,27,3
3,0,169.1,63.7,17.8,32,3
2,0,191.8,91,15.5,53,3
1,0,173.7,63.5,11.7,60,3
3,0,165.5,75.4,23.8,36,3
3,0,159.5,66.9,25.6,40,3
1,0,179.9,82.7,27.1,56,3
3,0,174.5,83.4,22,39,3
1,1,154.8,52.3,35.4,30,3
3,0,170.5,62.6,19.8,25,3
1,1,171.1,72.5,28.8,52,3
1,1,160.3,47.64,20.9,33,3
3,1,161,65.8,34.4,15,3
3,0,178.1,84.5,22.6,40,3
2,0,167.8,65,17.6,55,3
3,1,160,58.7,26,25,3
3,0,170.2,65.4,16.5,33,3
2,0,164.5,74.6,25.7,40,3
1,1,165.1,58.9,29.6,34,3
1,1,165,67.8,32,46,3
2,1,154.3,46.3,24.9,35,3
1,0,184.4,75.6,13.5,59,3
3,1,157.6,53.1,27.1,19,3
1,0,177.6,70.1,12.2,58,3
1,1,170.3,62.8,29.6,30,3
1,1,174.8,71.2,28.3,42,3
1,0,178.3,73.16,15.3,58,3
1,0,173.8,53.6,12.9,48,3
1,0,175.8,73.7,10.7,47,3
1,0,167.4,63.4,23.8,52,3
2,1,170.7,71.3,34.7,38,3
1,1,163.5,60.32,33.4,35,3
1,0,163.3,68.8,21,58,3
1,0,167.1,62.2,19.7,56,3
1,1,169.5,60.6,33.1,47,3
1,1,164.7,63.7,23.5,56,3
2,0,172,68.5,20,68,3
1,0,173.4,75.1,21.6,53,3
2,1,158.2,54,29.2,28,3
3,1,155.1,60,31.2,19,3
1,1,163.9,60.1,31.1,30,3
3,0,179.8,78.56,21.9,42,3
1,0,177.5,74.2,13.7,64,3
1,0,170.7,68.86,13.3,51,3
3,1,152.4,55.9,33.1,14,3
2,0,174.4,70.8,24.3,44,3
1,0,172.3,75.24,21.3,60,2
2,0,179.6,78,20.1,49,2
3,0,166.8,67.5,27.6,34,2
1,1,156,53.9,35.5,28,2
1,0,175.7,67.9,11.3,55,2
1,0,181,84.4,20.4,54,2
1,1,164.2,66.6,30.2,39,2
1,1,161.7,63.36,31.3,39,2
1,1,164.1,59.4,29.6,32,2
3,0,169,70.7,30.5,43,2
2,0,176,81.3,24.5,54,2
1,0,170.9,70.7,15.7,38,2
1,0,176.7,77.2,16.3,51,2
2,0,177.6,88.6,20.3,54,2
2,0,173.3,69.8,23.8,38,2
2,1,159.6,60.5,32.1,24,2
2,1,157.2,51.7,27.3,19,2
1,0,164.4,66.2,17.1,43,2
3,1,146.5,46.4,32.9,20,2
2,0,168.9,78.8,23.4,47,2
2,1,164,50.8,22.4,28,2
3,0,160.2,62.7,30.2,27,2
3,0,175.1,66.5,17.3,31,2
2,0,170,66.2,18,39,2
1,1,156.7,56.3,32.8,28,2
3,1,158.4,57.2,32,17,2
1,0,175.8,72,30.4,54,2
2,0,180.5,79.5,21.7,33,2
1,1,163.6,52.4,20.3,23,2
2,0,177.8,76.4,28.9,38,2
1,0,164.3,61.18,22,47,2
1,1,169.1,56.1,22.6,24,2
1,1,164.7,44.3,26.7,25,2
1,0,172.7,69.8,27.6,48,2
1,0,178.3,73.2,23.4,46,2
2,0,180.2,73.3,20.4,41,2
1,1,164.7,62.5,31.4,41,2
1,1,160.2,54.5,20.7,35,2
1,0,184.1,74.7,12.6,49,2
1,0,175,66.4,16.5,54,2
1,1,178.1,64.2,29.2,27,2
2,0,178,74.66,19,37,2
1,1,160.9,61.4,36.5,47,2
1,0,173.5,65.3,14.3,46,2
1,1,163,62.3,32.9,44,2
3,1,156.5,52.2,30.1,16,2
2,0,167.2,68.5,28.2,31,2
1,0,168.6,67.2,23.7,41,2
3,1,152.8,55.6,31.3,23,2
1,1,158.1,57.9,31.5,59,2
3,1,149.4,51.6,35.1,11,2
1,1,165.4,62,31.1,31,2
1,0,163.9,64.8,23.6,47,2
3,0,174.5,71.2,21.2,41,2
2,0,181.1,70.5,19.4,40,2
1,0,170,50.1,16.3,44,2
2,0,174,67.6,15.6,38,2
2,0,176.2,73.3,22.2,33,2
1,0,182.5,81,17.8,44,2
2,1,155.9,57,23.3,25,2
2,1,156.6,55,26.6,24,2
3,0,175,68,22.6,33,2
3,1,157.2,60.4,36.2,16,2
3,1,162.9,51.4,29.4,24,2
3,0,168.8,66.4,23.8,35,2
2,0,173,72.7,19.2,46,2
1,0,167.5,65.66,19.1,44,2
3,1,145.7,51.6,41.4,12,2
1,1,158.2,47.9,30.4,26,2
2,0,169.9,61.7,22.2,37,2
2,1,167.8,63.8,24.3,43,2
1,0,187.9,74.7,21.06,45,2
2,0,172.3,71.6,15.5,47,2
1,0,183.3,79.4,19.8,48,2
1,0,177,89.9,18.9,54,2
3,1,162,65.3,37.6,11,2
1,1,163.7,53.4,29.6,43,2
1,1,166.3,47.6,25.3,42,2
1,0,182.9,72.4,12.3,45,2
1,1,154,57.9,33.1,36,2
2,0,176.9,90.1,21.5,45,2
1,0,180.6,80,25.2,49,2
1,1,158.6,46.2,17.8,21,2
1,1,156.1,49.4,25.1,38,2
1,0,175.1,67.5,18.3,60,2
1,1,166,54.9,23.5,46,2
2,0,168,58.7,23.2,38,2
1,0,170,84.2,13.5,51,2
1,1,163.5,58.5,27.9,39,2
2,0,170.8,68.9,19.9,52,2
2,0,177,81.7,24.2,39,2
1,1,161.8,58.7,29.6,44,2
1,0,175.8,73.3,17.5,43,2
3,1,159.5,55.2,31.5,16,2
3,0,167,65.7,23.7,32,2
3,1,161.2,47.8,17.1,29,2
1,1,169.8,64.9,26.9,49,2
1,0,171.4,68.3,12.6,52,2
1,1,167.2,54.8,24.5,39,2
1,0,170,66,20.6,38,2
1,0,178.6,83.9,17.9,43,2
1,0,178.8,72.9,13.7,51,2
2,0,174.3,78.1,22.8,52,2
2,1,161.5,49.4,22.4,37,2
2,0,168.6,71,22,39,2
1,0,170,73.6,23.9,57,2
1,0,176.2,83.7,20.5,46,2
2,0,170.8,60.5,11.5,35,2
3,1,147.4,52.1,31.1,23,2
1,1,160,53.1,26.1,33,2
1,0,179.5,87,19.5,57,2
2,0,185,77.9,21,44,2
1,0,174.3,79.68,20.5,38,2
2,0,184.6,79,22.6,45,2
1,0,173.6,71.2,17.1,53,2
1,0,183,80.1,17.6,52,2
1,1,162.7,63.9,36.7,30,2
3,1,162.4,68.1,25.3,18,2
2,1,161.5,52,26.4,20,2
3,1,155,50.7,31.1,11,2
1,1,154.8,59.3,34.2,48,2
1,0,172.9,76.3,20.7,49,2
1,1,165.2,53.7,28.9,45,2
2,0,171.3,65.76,22.9,50,2
2,1,156.1,48.9,21.8,30,2
1,1,160,51.8,32.8,24,2
1,0,174.8,78.7,20.1,58,2
1,0,169.5,61.6,12.4,64,2
3,0,169,69,23,27,2
1,0,175.8,66.26,9.9,42,2
3,0,174.4,71.8,22.1,30,2
2,0,177.8,89.3,24.9,35,2
2,0,171.5,76.2,18.9,55,2
2,0,164,65.8,20.6,37,2
3,0,166.8,58.4,20.7,30,2
1,0,167.8,65.5,17.5,40,2
2,1,159.4,55.7,30.1,30,2
2,0,181.6,79.6,25.6,43,2
1,0,173.3,70.8,24.6,53,2
1,0,171.6,62.2,10.8,39,2
1,1,167.4,66.2,34,38,2
2,0,170,77.1,24.8,31,2
2,0,172,73.1,14.1,38,2
2,1,153.5,54.4,31.4,31,2
1,0,179.3,75.1,16.7,53,2
1,0,172,70.6,14.7,59,2
1,1,164.3,59.44,28.3,45,2
3,0,159.3,64.6,24.9,23,2
3,0,171.5,72.9,20.8,29,2
1,0,182,93.5,22.1,47,2
3,1,161,61.9,35.6,13,2
3,0,169.4,75.9,24.5,27,2
1,1,172.8,54.8,25,39,2
2,0,173.4,70,22.5,39,2
3,0,167.4,59.8,22,19,2
3,0,168.2,74.5,20.2,35,2
1,1,163.5,56.18,28.2,27,2
3,0,172.1,71.52,23.7,42,2
1,0,174.9,75.1,18.2,44,2
1,0,169.1,70.8,28,38,2
2,0,167.1,69.5,26,42,2
1,0,172.8,76.4,18.4,58,2
1,0,186.4,92.5,11.2,71,2
2,1,162.7,51.1,25.5,20,2
1,1,168.6,60.2,24.5,32,2
1,1,168.2,77.9,31.6,48,2
1,0,169.3,71.1,21.2,58,2
3,0,167.2,69.7,26.1,32,2
