"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
22,21.1,28.7,32.4,43,195,"A",21.6
26,26.38361,34.6,31.7,44,184,"A",22.1
30,24.8,26.7,26,53,156,"A",20.6
29,22.9,29.8,18.7,55,168,"A",19.5
40,25.2,30.4,27.9,52,182,"A",20.5
21,22.9,25.5,24.5,74,201,"A",20.9
26,30,27.8,25.2,42,194,"A",20.7
24,24.4,32.5,21,51,173,"A",22
56,23.8,22.4,24.1,25,141,"A",21.4
43,24,32.1,21.7,38,175,"A",19.1
60,36.7,30.2,21.8,19,150,"A",25.7
38,27.6,31,25,38,181,"A",18.9
26,32,30,25.4,49,177,"A",24.8
22,31.3,24,22.8,47,174,"A",21.1
21,17.4,27.2,22,40,187,"A",17.4
30,23.9,20.9,29,32,177,"A",18.5
24,18.2,31.2,29.2,45,192,"A",19.1
21,31.1,36.8,24,46,166,"A",23.2
24,20.7,28.8,19.9,42,190,"A",19.5
63,24.2,23.1,23.1,23,125,"A",21.8
28,23.4,30.8,23.6,42,186,"A",21.4
21,32.8,25.7,20.2,36,165,"A",23.1
55,32.3,26.6,23.9,28,125,"A",24.9
60,35.6,27.9,20.1,21,147,"A",26
48,16.4,37.3,23.6,47,178,"A",20.4
41,20.5,30.6,20.6,42,190,"A",18.2
35,24.7,23.3,24.1,37,177,"A",19.7
26,26.7,32.9,22.2,42,197,"A",22.5
21,31.7,26.4,24.5,40,164,"A",22
21,21.1,31,21.9,47,162,"A",18.5
21,29.9,22.5,25.2,43,173,"A",19.3
26,29.2,26.7,21.1,55,183,"A",21
61,26.9,21.7,22.8,18,142,"A",22.2
29,21.4,32.6,31.3,40,172,"A",19.5
48,35.5,28.2,24.1,32,153,"A",24.7
26,26.8,35,23.2,44,171,"A",23.3
41,19.9,26.1,22,36,171,"A",20.5
21,26.3,27.5,21.8,51,186,"A",20.4
26,28.4,28.1,21.9,50,185,"A",20.7
38,25.9,26.9,22.5,34,165,"A",21.1
42,28.6,37.3,24.1,49,172,"A",25.2
29,27.2,30.5,19.1,39,166,"A",18.5
23,22.2,31.4,34.7,47,180,"A",22.2
22,23.7,29.5,22.7,37,164,"A",18.4
27,20.2,27.9,18.8,36,156,"A",18.9
56,26.9,21.4,20.4,22,154,"A",20.2
25,20.2,22.1,21.9,42,179,"A",19.2
22,29.3,30.2,22.1,38,153,"A",22.1
30,22.91287,27.8,22.3,50,189,"A",21.7
23,22.5,29.1,22.4,46,183,"A",20.6
23,20.6,34.1,24.3,42,181,"A",19.7
37,16.1,32.6,26.7,58,201,"A",20.7
25,27.1,34.4,28.8,53,162,"A",22.4
43,20.6,27.2,23.4,59,147,"A",22.9
32,30,31.3,27.3,37,190,"A",22.7
35,21.3,27.8,23,47,180,"A",19.2
23,22,36.5,25.5,47,172,"A",19.3
42,19,31.7,24.3,41,186,"A",19.5
29,26.1,41.3,19.8,56,211,"A",26.2
26,19.7,24.5,20.6,51,176,"A",18.6
50,26.4,24.5,19.5,45,154,"A",21.2
21,28.9,24.4,25.7,45,173,"A",21.6
27,19.4,23.7,23.4,45,155,"A",17.1
22,29,22.7,20.9,40,171,"A",20.2
51,13.2,20.5,23.2,32,149,"A",17.9
26,18.4,35.4,25.6,46,195,"A",19.2
21,32.6,26.6,28,43,164,"A",23
32,31.1,33.3,21.3,42,160,"A",23.5
50,32.7,28.2,23.1,37,140,"A",25.4
25,32.8,25.3,25,37,147,"A",22.5
22,20.6,33,30.7,44,209,"A",22.1
48,26.3,29.9,20.2,32,156,"A",23.2
25,26.6,26,23.8,47,178,"A",22
26,28.2,26,23.2,39,180,"A",19.2
22,30.7,24.2,26.6,47,188,"A",20.6
36,22.1,29.4,22.5,60,149,"A",21.9
27,26.2,32.2,26.5,39,171,"A",21.1
22,23.6,30.8,24.6,44,201,"A",20.4
63,18.9,26.6,27,20,130,"A",24
57,20.6,21.9,19.5,20,186,"A",19.2
28,31.7,33,21.1,40,192,"A",25.2
27,27.2,31.4,31.1,48,186,"A",22.1
63,30.3,27.4,23.3,26,156,"A",23.7
25,17.4,26.4,24.5,36,183,"A",18.2
38,21.2,26,23.6,45,186,"A",20.4
64,32.1,22.4,25.3,19,152,"A",25.1
26,29.1,27.2,19.9,47,191,"A",20.2
55,23.9,25,28,32,150,"A",20.6
58,28.8,26.6,21.2,30,150,"A",23.7
32,26.6,29.9,24.3,31,158,"A",22.8
23,25.5,31,20.9,45,188,"A",21.8
42,24,37.4,21.5,43,172,"A",23
62,23.9,31.1,25.5,29,142,"A",22.3
62,26.3,29.4,28.1,27,161,"A",21.2
58,21.4,30.3,23,49,189,"A",19
21,28.9,19.7,20.6,44,182,"A",21.7
59,32.5,25.3,26.4,37,176,"A",23.5
28,27.6,32.2,20.8,43,190,"A",21.6
27,25,30.9,20.5,46,195,"A",22.1
23,21.6532,29.7,33.9,57,189,"A",19.3
29,30.7,27.7,23.1,35,183,"A",22.6
31,33.7,32,23.5,46,159,"A",23.8
32,19.6,29.6,26.8,41,166,"A",20.3
48,26.6,26.2,25.5,45,169,"A",21
57,21.6,23.2,22.4,29,150,"A",21.6
22,29.4,26,26.4,41,183,"A",22.5
26,31.5,23.7,18.7,43,166,"A",20.6
25,30.9,26.8,30.8,67,165,"A",21.7
25,14.9,22.1,24.5,46,174,"A",16.9
46,28.9,28.7,20,34,166,"A",22.4
22,17.1,25.9,28.6,46,181,"A",18.8
23,20.2,34.1,22.3,48,182,"A",21
24,25.4,26.2,21.5,45,173,"A",18.5
64,33.7,22.6,26.7,26,124,"A",23.1
22,26.2,33.4,24.9,47,196,"A",20.6
31,22.4,26.9,22.4,40,171,"A",20
29,28,28.2,26.3,54,170,"A",20.5
27,33.3,23.1,23.3,41,160,"A",22.8
45,19.5,30.4,22,30,169,"A",19.1
23,25.5,23.8,21.1,46,161,"A",19
24,22.4,29.8,28,40,182,"A",19.9
25,26.03511,28.9,21.3,40,170,"A",20.7
35,26.9,37.9,24.5,33,187,"A",21.4
50,27.8,29.4,20.9,32,155,"A",25
25,27,27,29.1,40,200,"A",19.5
23,32.5,33.3,21.1,47,181,"A",24
21,23.4,26.7,22.6,37,162,"A",25.1
32,20.1,30.4,22.2,34,186,"A",20.3
62,25.9,20.5,20.3,24,126,"A",19.3
50,28.9,27.2,20.3,36,167,"A",21.1
60,23,25,20.6,24,158,"A",21.3
41,23.2,22,21.5,40,174,"A",20.7
57,26.6,23.8,22.2,25,165,"A",20.9
56,28.8,23.4,20.4,23,144,"A",22.4
57,27.3,22.4,22.2,21,137,"A",20.2
52,24.2,27,22.2,38,147,"A",21.8
21,25.4,24.6,23.9,43,180,"A",19.2
25,23.2,31.1,24.8,46,171,"A",23.8
37,21.6,29,26.2,45,194,"A",20.7
24,22.3,34.7,21.6,52,179,"A",21.4
63,20.9,28.5,23.1,26,132,"A",22.4
21,27.7,32.1,21,40,165,"A",21.3
21,31.7,42.7,21.9,41,172,"A",29.4
26,23.6,35.6,22.9,42,166,"A",21.7
57,20.3,27,32.4,47,148,"A",20.8
25,27.9,31.3,25.6,55,169,"A",22.8
30,27.1,23.2,23.4,35,183,"A",20.6
64,23.8,22.4,22.4,31,143,"A",21.1
33,21.4,27.9,24.6,38,159,"A",20.6
43,17.7,35.7,20,53,193,"A",20.5
64,26.3,21.9,20.3,20,142,"A",20.8
49,22.3,22.8,20.8,33,175,"A",19.7
34,21.2,23.6,21.3,35,162,"A",18.3
61,38.7,24.1,25.3,30,137,"A",23.5
23,18.1,28.8,28.2,48,199,"A",22.1
41,27.2,25.7,35.2,32,174,"A",20.4
31,18.09828,34.1,31.2,44,218,"A",20.7
62,24.1,19.7,24.5,19,124,"A",21.7
53,25.3,31.3,30,51,152,"A",22.1
25,27.2,26.2,20.9,46,165,"A",21.6
21,24.3,27.9,20.1,45,174,"A",20.9
32,19.5,28.9,18.8,52,163,"A",19.3
29,30.5,26.3,24.3,41,163,"A",19.6
30,24.4,30.7,24.6,43,164,"A",22.7
21,23.4,23.7,24.6,50,211,"A",19.4
24,27.6,33.1,26.2,57,178,"A",20.3
22,29.2,25.1,20.9,42,178,"A",19.2
24,19.4,23.3,26.9,48,176,"A",19.9
38,20.4,30.4,30.4,32,162,"A",19.4
23,27.7,29,23.4,43,199,"A",23.8
47,23.3,28.9,22.9,52,191,"A",22.3
64,28.4,29.6,22.9,28,125,"A",19.5
54,33,20.7,25.3,24,122,"A",23.1
58,31,24.6,23.4,30,150,"A",23.9
21,30.4,24.4,20.6,44,192,"A",22.7
58,23.6,28.3,21.9,37,153,"A",22.3
26,28.8,31.8,24.4,46,187,"A",23.7
57,14.3,21.7,24.2,30,132,"A",16.4
64,30.4,29.7,22,27,140,"A",22.3
54,26.2,23.1,21.9,35,154,"A",21.1
49,21.3,33,32.4,40,183,"A",21.8
22,20.5,32,20,55,199,"A",20.6
24,27,31.3,25,39,172,"A",21.9
28,30.7,31.3,23.4,37,192,"A",23.9
25,27.4,26.5,20,46,164,"A",21.5
21,30.2,26.6,23.5,53,180,"A",22
26,21.3,23.9,19.7,51,189,"A",18.5
22,27.6,28.6,20.4,44,172,"A",19
58,22.8,27.3,20,20,120,"A",20.5
59,19.4,31.7,21.9,23,157,"A",19.4
37,23.4,29.9,19.7,44,178,"A",19.7
26,26.1,26.9,23.9,40,167,"A",19.1
29,23.2,29,19,47,159,"A",19.8
23,28,28.9,19.8,45,166,"A",21.1
21,24.1,28.8,20.7,60,202,"A",18.7
24,17.9,28.4,26.3,48,192,"A",19.5
26,19.6,30.1,19.5,49,171,"A",20.7
61,23.6,25.6,22,23,130,"A",21.1
60,27.1,26.3,20.4,30,148,"A",21.6
22,28.2,26.2,21.3,40,177,"A",20.9
22,30.7,28,25.6,47,203,"A",23.3
30,26.1,25.1,25,36,158,"A",21.4
26,26.8,30.8,22.6,53,165,"A",19.6
62,11.6,19,21.7,21,121,"A",16.4
28,18,37.9,24.4,37,198,"A",20.9
23,19.1,31.8,31.1,50,208,"A",19.5
38,28.9,34.3,19.3,39,157,"A",20.5
49,24.1,25.3,22.4,44,151,"A",23
21,19.8,27.5,23.4,45,153,"A",17.1
37,21.7,24.9,20,37,157,"A",20.5
56,16.1,26.9,34.8,22,163,"A",21.5
64,30.9,21,23.3,18,127,"A",20.1
22,30.8,25.7,22,41,173,"A",21.7
48,32.3,25.6,21.2,31,168,"A",23.9
39,23.6,24.7,29,35,154,"A",23.7
62,33.3,23.5,21.8,18,129,"A",23.9
21,26.8,21.9,21.9,49,178,"A",20.4
31,18.8,21.8,21.2,47,187,"A",18.1
56,18.4,30.2,24,43,140,"A",20.1
26,25.7,29.9,23.6,50,169,"A",18.7
51,26.7,27.3,21.1,38,155,"A",21.9
21,21.2,21.3,28.2,38,166,"A",18.9
21,24.2,30.5,21.2,51,179,"A",22.7
44,10.9,29.7,26.8,41,182,"A",19.4
22,34.2,35.2,22.2,46,173,"A",27.7
27,30.7,27.7,19.7,51,167,"A",19.9
24,26,26.2,21.4,45,167,"A",21.4
30,28.1,28,18.3,35,149,"A",22.3
31,22.8,28.1,21.7,34,158,"A",21.2
26,16.9,25.7,27.3,34,174,"A",17.8
51,20,28.6,25.7,28,178,"A",20.7
21,27.5,25.1,21.7,41,184,"A",20.9
25,32.2,33.2,21.7,48,200,"A",24.9
26,27.5,34.5,26.4,52,165,"A",23.5
21,22.6,29.4,22.3,37,179,"A",20.4
23,27.2,22.8,25.7,55,186,"A",21.2
24,24.6,27.4,27.4,36,163,"A",22.6
40,25.8,29.1,21.2,34,166,"A",24.8
25,21.7,24.3,21.9,34,192,"A",20.3
38,16.6,33.6,19.9,46,165,"A",22.4
22,24.5,29.8,23.2,47,185,"A",22
28,15.7,30.8,23.2,42,186,"A",18.1
64,28.9,21.1,25.5,21,126,"A",21
28,20.3,36.9,27.8,38,175,"A",22.8
27,27.1,33.7,20.9,43,154,"A",22.9
22,28.8,26.4,23.3,51,180,"A",22.5
22,31.1,25.4,20.1,54,175,"A",22.3
55,22.1,23.1,22.6,21,120,"A",18.3
57,16.4,23.4,27.5,22,153,"A",17.4
30,19.5,34.6,20,39,205,"A",19.9
23,23.1,33.4,30.4,38,181,"A",22.1
31,29.8,37.2,18.9,37,151,"A",21.5
29,32.3,24.5,23.7,55,162,"A",22
23,16.8,34.9,24.8,51,181,"A",19.8
22,17.2,36.7,25.4,45,224,"A",18.6
26,30.8,26.9,23.6,47,204,"A",21.3
25,17.2,30.1,20.2,50,205,"A",18.4
24,23.3,28.4,26.9,38,172,"A",22.2
30,24.8,30,25.9,45,188,"A",21.1
42,24.7,24.6,22.8,33,161,"A",21.9
35,24.7,26.8,20.3,48,174,"A",18.8
21,30.1,29.4,22.1,40,188,"A",21.8
39,24.6,25.2,20.8,47,174,"A",20.8
23,20.7,26.3,22.5,49,197,"A",18.7
22,27.8,35.8,22.3,47,190,"A",24
24,20.5,27.7,26.6,53,212,"A",22.6
22,25.8,27.6,22,41,170,"A",20.8
31,30.9,32.8,21.8,35,161,"A",25.4
27,25.4,28.1,19.3,51,192,"A",19.5
53,20.3,24.1,26.5,26,171,"A",20.1
21,30.2,22.6,26.4,61,152,"A",20.9
56,22.6,31.2,31.6,59,139,"A",22.7
46,18.4,26.5,21.9,30,165,"A",18.1
22,30.3,32.3,24,49,203,"A",22.7
39,21.8,30.9,26.2,52,180,"A",21.3
21,21.3,26.7,21.8,36,180,"A",19.4
46,26.1,35,32.3,35,171,"A",21.8
63,27.2,22.7,22.4,24,136,"A",20.1
22,29.7,28,27.3,47,180,"A",22.9
47,21.3,25.5,22.9,51,179,"A",22.2
49,22.3,22.3,22.6,38,180,"A",19.3
25,30.2,30.7,23.4,45,173,"A",23.4
40,24.8,24.2,23.2,35,173,"A",22
21,28.6,35.5,22.1,56,220,"A",25.9
34,24.4,30.4,28.7,45,186,"A",22.1
49,29.5,22.9,23.3,32,132,"A",21.1
58,31,30.3,19.9,38,170,"A",24
38,27,30.9,22.1,39,170,"A",23.3
26,26.4,29.3,19.8,40,211,"A",24.8
22,19.7,28,21.3,46,181,"A",19.5
26,26.7,26.3,19.8,40,160,"A",20.3
30,22.3,25.2,24.9,35,180,"A",17.7
35,22.7,31.2,24.2,36,179,"A",21.8
54,29.9,22.1,23,36,148,"A",20
28,28.2,24.8,19.7,45,174,"A",22.7
29,23,34.5,23.6,49,205,"A",21.8
25,20.65127,29.9,28.2,48,188,"A",20.5
21,29.4,26.5,22.3,57,199,"A",21.4
57,16.1,26.8,19.5,25,156,"A",22.5
21,27.3,26.8,22,54,175,"A",21.3
22,22.3,31.5,21.8,55,225,"A",22
27,33,28.2,22.6,37,170,"A",21.5
23,32.3,30.9,19.8,48,186,"A",22.9
28,17.8,35.2,24.4,55,185,"A",21.6
22,27.5,29.6,25.4,42,206,"A",20.8
22,22.9,25.9,25.6,44,202,"A",19.7
49,28.8,29,21.6,30,153,"A",22.3
47,19.5,35.3,28.4,46,161,"A",20.2
49,31.6,24.8,24.4,38,175,"A",21.2
22,29.9,24.6,28.3,41,164,"A",21.3
47,11.9,32.3,24.8,42,190,"A",19.3
21,29.2,31.2,21.4,55,184,"A",22.9
23,26.2,30.9,29.4,53,200,"A",22.7
28,31.6,32.2,21.8,43,162,"A",24.5
38,21.1,28.6,23,31,202,"A",21.1
24,23.6,27.2,21.2,36,182,"A",19.4
45,26.2,32.4,19,30,168,"A",24.2
23,28.2,26.4,22.7,43,187,"A",20.6
32,22.3,34.4,18.2,40,175,"A",21.2
33,30,24.4,18.8,35,158,"A",20.5
22,34.7,27.3,27.5,58,181,"A",24
51,23.6,22.1,22.4,31,151,"A",18.9
34,23.5,25.2,19.1,31,155,"A",18
26,21.6,19.4,29,49,177,"A",18.1
23,26,24,20.6,44,159,"A",19.5
22,28.2,27.3,20.6,50,186,"A",21.9
37,22.8,21.2,24.2,45,164,"A",18.1
25,25.2,24,24.8,34,150,"A",17.4
26,29.7,26.7,18.6,35,160,"A",21.6
51,20.1,22.5,27.2,26,162,"A",17.1
35,23.4,31.1,21,42,183,"A",20.2
28,27.8,32.2,27.4,43,157,"A",27.3
36,22,23.8,21,27,153,"B",20.3
21,18.9,25.4,20.5,36,137,"B",17.8
49,27.6,23.8,21.3,39,154,"B",22.7
43,31.9,32.1,20.2,33,164,"B",24.5
59,31.4,20.8,25.5,30,120,"B",23.4
56,33.3,28.8,20.7,15,133,"B",24.3
60,34.6,29.3,18.4,12,132,"B",24.9
47,26.8,25.1,18.2,25,157,"B",21.9
28,21.9,32.1,15.6,38,165,"B",21.6
22,23,20.5,16.5,38,155,"B",19.1
31,30.5,27.5,21.5,37,150,"B",23
58,24.1,25.3,19.4,31,165,"B",21.5
24,34.8,24.7,16.7,43,174,"B",26.6
50,19.6,25.4,18,26,171,"B",19.5
39,19.6,20.8,18.7,36,161,"B",17.9
53,27.5,23.5,18.5,20,152,"B",20.1
22,28.4,23.6,19.4,41,155,"B",20.2
25,36.1,26.4,23.6,37,179,"B",24.6
61,37.3,26.9,23.5,12,118,"B",26.2
28,35.2,22.4,18.1,30,152,"B",21.5
21,29.2,25.6,30.1,32,157,"B",21.9
21,35.3,29.9,22.3,39,174,"B",22.7
26,27.6,21.8,20.8,37,172,"B",22.6
63,29.2,22.9,17.9,27,126,"B",23.4
34,26,31,20.5,50,174,"B",23.5
22,21.3,23,27.2,33,189,"B",21.3
21,34.2,25.8,16.8,32,162,"B",21.2
24,32.6,27.7,21.1,47,158,"B",22.5
42,14,23.9,20.3,30,121,"B",20.4
55,41.3,23.1,18.5,27,115,"B",24.6
36,26.7,25.4,23.9,30,152,"B",20.3
22,27,27.1,21,59,178,"B",19.6
29,29.8,24.6,18.7,41,168,"B",23.7
43,16.5,35.9,15.8,40,165,"B",18.8
50,23.2,22,18.5,19,138,"B",18.5
64,28.2,23.3,26,21,115,"B",21.3
54,23.7,28,16.6,19,143,"B",21.3
50,25.1,27.9,20.2,23,158,"B",22.3
39,30.1,35.9,23.8,43,174,"B",23.3
24,22.1,26.2,24.7,42,153,"B",19.1
54,32.6,22.1,24.7,21,148,"B",23.9
21,27.3,26.5,17,47,193,"B",18.9
25,30.2,26.9,19.8,30,174,"B",20.3
62,30.4,21.3,25,19,121,"B",23.4
38,23.2,22.7,26.6,28,151,"B",21.9
54,39.9,27.2,17.4,27,126,"B",26.8
24,30.2,31.3,22,40,165,"B",23.8
60,31.8,21.5,24,30,116,"B",21.7
26,20.9,21.3,21.1,54,171,"B",19.3
22,22.3,21.4,22.4,44,190,"B",17.6
24,15.9,24.1,27.5,39,159,"B",19.1
24,28.5,30.5,21.5,31,187,"B",22.5
22,33.9,27,30.6,30,212,"B",25
26,25.14121,33,24.2,37,147,"B",21.7
29,27.8,27,26.1,43,142,"B",22.8
28,24.2,20,18.3,29,158,"B",18.2
51,25.6,27.6,16.4,25,126,"B",20.6
39,19.4,24.3,19.6,27,169,"B",17.1
21,32.3,28.7,19.2,45,167,"B",24.8
23,26.4,27,21,38,165,"B",20.2
23,36.8,31.1,15.9,32,156,"B",26.7
28,27.3,21,17.6,36,174,"B",19.9
56,27.1,23.2,22,20,156,"B",23.7
52,30,24.5,23,32,160,"B",23.5
26,33.8,26.5,22.3,28,165,"B",25.3
34,35.9,31.2,22.4,31,168,"B",27.2
27,26.5,30,20.5,43,146,"B",18.9
58,32,27.4,19.8,19,148,"B",23.1
62,37.1,22.5,17.4,20,119,"B",27
57,30.2,24,21.8,29,147,"B",26.3
63,37.4,19.8,18.8,19,123,"B",23
62,23.8,22,20,26,120,"B",22
57,32.7,24.9,19.5,15,148,"B",24.3
47,28,22.6,19.5,26,138,"B",20.4
23,26.3,23.9,19.2,32,162,"B",20.8
26,26.8,26.3,24.6,28,156,"B",20.3
30,16.5,44.1,25.1,39,222,"B",25.9
29,28.6,26.1,23,44,165,"B",22.2
26,38.1,28.4,17.6,33,165,"B",27.3
42,29.1,30.4,20.1,32,146,"B",24.8
56,31.3,20.7,32,24,135,"B",21.2
33,25.8,21.6,13.9,38,191,"B",18.3
22,27.6,28.9,18.8,50,158,"B",20
44,26.8,25.2,17.8,36,145,"B",20.9
64,33.2,31.7,15.8,23,144,"B",25.6
27,38.6,28.4,13.8,42,140,"B",25.1
26,35.6,35.1,19.3,45,159,"B",22.6
33,23.7,28.9,30.2,40,158,"B",20.8
61,33.3,23.9,32.9,24,149,"B",24.2
36,33.6,27.6,22.1,30,137,"B",25.7
29,33.2,30.3,27.3,35,174,"B",24.6
56,34.9,25.1,16.1,23,135,"B",21.4
41,23.8,22.3,19,36,142,"B",19.6
49,23.5,24.4,21,33,147,"B",21.5
29,22.1,30.5,17,40,180,"B",22.7
61,39,33.9,21.4,18,111,"B",27
23,34,34.7,24.4,39,200,"B",28.9
53,31.6,25.6,17.2,21,117,"B",21.9
27,20.8,25.5,27.5,36,188,"B",19.1
32,28.3,33.4,23.4,44,152,"B",23.2
24,27.5,30.6,24.9,37,190,"B",23.5
22,35.3,29.4,23,40,161,"B",23.5
60,32.9,24,16,17,120,"B",23.5
29,22.5,34.2,25.4,29,204,"B",23.1
62,25.5,24.3,17.4,19,133,"B",21.1
21,30.3,25.2,21.1,38,146,"B",22.3
22,28.6,26,27.3,50,186,"B",25.7
21,32.7,24.1,21.4,35,183,"B",22.6
43,27.1,28.7,21.4,29,166,"B",22
48,19,23.9,26.2,22,163,"B",19.9
35,33.9,34.4,16.8,32,165,"B",25.5
44,24,30,22.7,37,155,"B",21.1
55,33.1,26.4,21.2,17,138,"B",23.2
22,29.1,24.2,21.7,35,148,"B",19.4
27,26.2,23.3,22.3,35,169,"B",20
25,31.3,28.2,17.2,39,162,"B",21.1
64,27.7,15.7,20.8,13,136,"B",22.7
22,18,21.5,25.7,33,162,"B",18.7
38,34.3,20.8,24,28,126,"B",22.7
48,16.7,33.9,21.5,49,176,"B",21.4
25,26.2,25.4,21.5,29,164,"B",19.8
24,24.9,26.1,15.9,33,188,"B",21.5
23,40.4,24.6,21.3,32,146,"B",27.1
46,28.2,21.2,18.2,26,159,"B",21.6
55,28.6,29.1,18,24,155,"B",22.4
35,31.5,24.1,20.4,27,150,"B",22.6
49,22.4,25.2,20.2,27,124,"B",21.1
61,36.2,19.5,19.3,20,122,"B",24
41,19.7,21.9,29.3,35,170,"B",19.2
30,27.6,25,23,26,168,"B",20
31,26.2,21.6,14,39,163,"B",17.5
60,29.3,21.9,28.7,15,150,"B",19.6
58,32.1,23,18.1,30,133,"B",20.6
25,31.2,25.8,24.9,40,163,"B",22.9
24,23.1,23.6,24.6,34,187,"B",15.7
34,18.4,18.7,17.1,26,145,"B",17.7
41,28,33.9,19,30,180,"B",23.2
24,26.1,20.2,15,43,165,"B",16.7
25,23.2,21.7,16.2,33,168,"B",21.1
48,27.8,18.9,16.3,22,153,"B",21.4
25,33.7,37.4,23.7,31,147,"B",26.8
37,26.7,24.4,25.2,26,132,"B",18.9
21,28.2,22.6,20.6,57,206,"B",19.9
53,32.7,24.9,19.6,31,137,"B",20.3
30,27.8,26.9,23.9,32,172,"B",21.1
28,24.1,24,20.6,31,147,"B",18.7
24,32.8,26.6,18,43,170,"B",20.9
26,18.3,20,14,45,205,"B",18.6
22,18.3,23,19.3,55,160,"B",18.7
23,21.3,23.6,23.7,40,176,"B",21.1
50,36.4,31.2,17.4,25,137,"B",26.2
21,19.4,23.6,15.1,33,169,"B",16.5
37,33.9,34.7,17.2,51,159,"B",28.8
24,28.9,25.9,17.6,50,153,"B",20.5
23,26.7,26.4,20.5,31,174,"B",20.5
55,31.9,25.6,22.7,23,114,"B",23.3
57,32.3,19.3,20.6,28,137,"B",21.6
28,20.6,22.9,15.5,35,170,"B",18.1
22,28.5,22.4,22.8,40,153,"B",21.4
27,29.1,22.4,24.6,29,179,"B",19.6
21,27.5,22.5,20.8,39,190,"B",20.3
58,35.1,24.4,22.4,25,135,"B",22.7
21,33.9,29.3,22.2,41,185,"B",23.6
28,28.3,33.3,16.4,46,166,"B",20.9
61,33.6,25.7,24.8,26,120,"B",20.9
58,26.2,21.4,26.3,31,132,"B",22.1
48,32.2,23,22.8,30,168,"B",22.2
55,35.2,29.4,26.4,16,136,"B",25.6
21,30.9,29.4,25.9,41,181,"B",23.6
38,21.5,28.9,17.1,29,169,"B",20.8
62,30.7,24.9,19.2,36,145,"B",22.3
28,28.4,21.1,24.9,27,141,"B",20.7
62,26.97343,25,22.4,30,148,"B",21.8
26,22.5,22.7,15.7,40,191,"B",19.4
25,29,26.3,14.6,42,197,"B",22.9
22,28.4,28.7,14.9,52,176,"B",21.4
21,33,27.5,25.1,34,180,"B",25.8
41,27.2,27.5,25.8,41,168,"B",22
21,19,28.8,22.6,35,184,"B",18.4
58,34.1,22.6,17.5,18,120,"B",24.8
23,31.1,30.3,19.1,43,203,"B",22.7
53,28.6,23.3,24.9,34,126,"B",20.5
56,33.3,23,17.1,22,119,"B",22.1
60,28.1,27.2,32.6,13,130,"B",22.7
48,29.8,25,15,37,140,"B",22.5
63,26.1,17,21.8,12,131,"B",19.3
26,29.5,26.3,29.7,36,168,"B",19.9
55,35.7,23.2,16.1,16,135,"B",22.5
28,22,29,17.7,42,175,"B",19.9
26,32.7,27.5,24.8,50,177,"B",25.8
21,25.9,24.1,24.4,52,196,"B",20.4
25,32.4,28.6,15.4,35,149,"B",24.6
58,24.2,17.3,19,25,131,"B",21.2
57,30.8,28.2,19.4,27,159,"B",20.2
62,32.1,25.2,22.3,13,127,"B",22.4
27,28.5,26.7,22.5,32,148,"B",20.1
28,37,31.2,23.2,32,163,"B",26
27,33.9,23.2,14.4,35,165,"B",23.3
52,37.1,28.8,21.9,21,147,"B",24.9
46,28.1,21.8,19.1,31,155,"B",23.3
43,30.3,29.7,16.8,31,156,"B",21.8
55,25.60989,26.8,29.2,31,146,"B",19.8
53,33.6,25.6,19.7,23,146,"B",22.5
21,30.1,27.3,21.8,54,197,"B",24.1
60,34.2,26.1,21.8,22,71,"B",25.4
21,31.4,30.1,24,39,185,"B",24.7
42,28.9,27.7,15,26,160,"B",22.7
29,20.1,27.1,20.9,45,153,"B",19.4
23,34.8,31.8,16.5,46,180,"B",22.2
25,30,24.4,24.6,50,168,"B",20.1
54,26.6,21.3,15.9,26,149,"B",21.8
62,18.6,22.6,19,25,122,"B",19
40,21.7,27.9,16.4,38,167,"B",19.3
49,27,31.3,18,24,145,"B",22.8
31,21.8,26.7,21.7,25,186,"B",20.2
36,32.2,29.8,19.8,26,166,"B",24.2
61,25.2,19.7,23,16,120,"B",20.5
55,29.4,25.2,17.6,40,151,"B",19.4
23,24.9,32.2,17.3,43,172,"B",19.6
26,26.5,27.6,16.3,42,160,"B",21.4
21,28.5,30.6,17.8,47,177,"B",23.8
50,17.1,31.1,21.8,23,153,"B",20.2
33,21.8,17.9,27.2,27,168,"B",18.5
43,20.3,24.4,21,32,120,"B",19.3
45,27.9,27.1,20,22,152,"B",20.9
30,27,24.1,27.8,35,167,"B",21
25,29.5,33,26.8,46,189,"B",25.2
23,29,22.1,19.5,47,197,"B",22.3
23,15,28.8,17.3,45,183,"B",18.5
55,32.6,27.9,16.8,20,119,"B",23
32,21.1,24.3,16.7,30,194,"B",19.7
24,20.5,35.3,17.3,52,187,"B",19.4
45,30.7,29.1,15.2,25,182,"B",22.6
33,21.1,23.1,23.1,40,144,"B",17.3
26,31.8,26.6,33.8,36,179,"B",22.1
64,26.3,25.9,28,31,146,"B",24.7
25,22.4,27.7,20.1,38,163,"B",19.7
29,25.1,26.1,24.2,46,139,"B",21
30,31.5,24.2,14,39,139,"B",22.3
57,39.1,28.6,18,15,114,"B",27.2
45,24.7,21.9,24.4,50,145,"B",19.1
23,23.7,24.6,20,46,157,"B",21.2
58,26.6,28.2,21.2,35,153,"B",22
24,22.4,25.3,26.4,32,178,"B",21.7
56,23,27.8,21,28,120,"B",23
